ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Dataset,Forms,FormsWithSounds,Concepts,Incollections,Subgroup,Family,Family_in_Data,family_id,parent_id,name_language,name_micro_family,phylo,Language
dunnaslian-Batek_Teh_Taku,Batek Teh Taku,Eurasia,4.8223,102.382,bate1262,NA,dunnaslian,146,146,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Batek Teh Taku
dunnaslian-Menriq_Lah,Menriq Lah,Eurasia,5.01108,102.047,minr1238,NA,dunnaslian,146,146,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Menriq Lah
dunnaslian-Menriq_Rual,Menriq Rual,Eurasia,5.01108,102.047,minr1238,NA,dunnaslian,145,145,145,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Menriq Rual
dunnaslian-Jahai_Banun,Jahai Banun,Eurasia,5.63695,101.541,jeha1242,NA,dunnaslian,150,150,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Jahai Banun
dunnaslian-Jahai_Rual,Jahai Rual,Eurasia,5.63695,101.541,jeha1242,NA,dunnaslian,145,145,145,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Jahai Rual
dunnaslian-Kensiw_Kedah,Kensiw Kedah,Eurasia,5.98085,101.026,kens1248,NA,dunnaslian,143,143,143,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Kensiw Kedah
dunnaslian-Kintaq,Kintaq,Eurasia,5.75004,101.277,kint1239,NA,dunnaslian,145,145,145,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Kintaq
dunnaslian-Kensiw_Perak,Kensiw Perak,Eurasia,5.98085,101.026,kens1248,NA,dunnaslian,143,143,143,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Kensiw Perak
dunnaslian-Tenen_Paborn,Tenen Paborn,Eurasia,6.88137,100.102,tong1308,NA,dunnaslian,109,109,109,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Tenen Paborn
dunnaslian-Tenen_Palian,Tenen Palian,Eurasia,6.88137,100.102,tong1308,NA,dunnaslian,137,137,137,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Tenen Palian
dunnaslian-Ceq_Wong,Ceq Wong,Eurasia,3.83331,102.081,chew1245,NA,dunnaslian,153,153,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Ceq Wong
dunnaslian-Jah_Hut,Jah Hut,Eurasia,3.67619,102.291,jahh1242,NA,dunnaslian,147,147,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Jah Hut
dunnaslian-Lanoh_Kertei,Lanoh Kertei,Eurasia,4.90934,100.986,lano1248,NA,dunnaslian,130,130,130,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Lanoh Kertei
dunnaslian-Semnam_Bal,Semnam Bal,Eurasia,5.27617,101.058,semn1250,NA,dunnaslian,145,145,145,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Semnam Bal
dunnaslian-Semnam_Malau,Semnam Malau,Eurasia,5.27617,101.058,semn1250,NA,dunnaslian,134,134,133,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Semnam Malau
dunnaslian-Temiar_Kelantan,Temiar Kelantan,Eurasia,4.974,101.438,temi1246,NA,dunnaslian,146,146,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Temiar Kelantan
dunnaslian-Temiar_Perak,Temiar Perak,Eurasia,4.974,101.438,temi1246,NA,dunnaslian,145,145,145,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Temiar Perak
dunnaslian-Semai_Kampar,Semai Kampar,Eurasia,4.13257,101.477,sema1266,NA,dunnaslian,146,146,146,LexiCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Semai Kampar
